Full Name,Description,Job,Education Place,Native Language,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Method,Death Reason
Amita Kanekar,Indian Writer,Author,,,United States Of America,,,,1965-01-01,,Goa,,,
Amrita Shinde,Cricketer,Cricketer,,,India,,,,1975-07-09,,Kolhapur,,,
Anamika Khanna,Indian Fashion Designer,Fashion Designer,,,India,,,,1977-10-14,,,,,
Anamika Saha,Begali Film Actress,Actor,University Of Calcutta,,India,,,,,,Jessore District,,,
Amita Nangia,Indian Actress,Actor,,,India,,,,,,,,,
Amma Sri Karunamayi,Hindu Spiritual Leader,Guru,,,India,,,,1958-09-27,,Andhra Pradesh,,,
Amruta Khanvilkar,Indian Hindi And Marathi Films Actress,Actor,,,India,,,Himmanshoo A. Malhotra,1984-11-23,,Pune,,,
Anita Sood,Indian Swimmer,Swimmer,,,India,,,,1973-01-18,,,,,
Anita Arya,Indian Politician,Politician,,,India,,,,1963-01-01,,,,,
Anita Tomar,Indian Wrestler,Amateur Wrestler,,,India,,,,1984-11-24,,Bhiwani District,,,
Anju Aravind,Actress,Actor,,Malayalam,India,,,,,,Kannur,,,
Anjali Gopalan,Lgbt Rights Activist,Lgbtiq+ Rights Activist,,,India,,,,1957-09-01,,Chennai,,,
Anjali Kulkarni,Indian Singer,Actor,,,India,,,,1980-01-01,,,,,
Anjana Sukhani,Indian Actress,Model,,,India,,,,1978-12-10,,Jaipur,,,
Anjali Sudhakar,Indian Actress,Actor,,,India,,,,1972-05-22,,Kanakapura,,,
Ankitha,Indian Actress,Actor,,,India,,,,1982-01-01,,Breach Candy,,,
Annie Namala,Indian Activist,Social Worker,,,India,,,,,,,,,
Annapurna Maharana,Odia Freedom Fighter,Journalist,,Odia,India,Gopabandhu Choudhury,Ramadevi Choudhury,,1917-11-03,2012-12-31,Odisha,Cuttack,,
Antara Mitra,Indian Singer,Singer,,,India,,,,1987-07-10,,Maslandapur,,,
Anuya Bhagvath,Indian Actress,Actor,Film And Television Institute Of India,,India,,,,1980-01-01,,Emirate Of Dubai,,,
Anusuya Majumdar,Actress,Actor,,,India,,,,1953-01-01,,,,,
Anna Chandy,Indian Judge,Judge,,,India,,,,1905-05-04,1996-07-20,Travancore,Kerala,,
Anurita Jha,Indian Actress,Actor,,,India,,,,1986-09-17,,Delhi,,,
Anuradha Pal,Tabla Virtuoso,Drummer,,,India,,,,,,,,,
Arshia Sattar,Indian Academic,Academic,,,India,,,,1960-01-01,,,,,
Aroti Dutt,Indian Social Worker,Writer,University Of Calcutta,Bengali,India,Satyendra Chandra Mitra,,,1924-09-23,2003-01-01,Kolkata,Kolkata,,
Arunaa Nandhini,"M.A. In Tamil, Worked As A Tamil Lecturer In Karnataka And Now A Tamil Novelist",Writer,,,India,,,,,,,,,
Arundhati Kirkire,Cricketer,Cricketer,,,India,,,,1980-05-31,,Indore,,,
Muthulakshmi Reddy,Indian Physician And Legislator,Politician,Madras Medical College,,India,,,,1886-07-30,1968-07-22,Pudukkottai State,Chennai,,
Aruna Kumari Galla,Indian Politician,Programmer,,Telugu,India,Paturi Rajagopala Naidu,,Ramachandra Naidu Galla,1949-08-01,,Diguvamagham,,,
Arunima Ghosh,Indian Actress,Actor,University Of Burdwan,,India,,,,1984-11-27,,Kolkata,,,
Asgari Bai,Indian Singer,Singer,,,India,,,,1918-08-01,2006-08-09,,,,
Asha Khadilkar,Indian Singer,Actor,,,India,,,,1955-01-11,,,,,
Asha Rani,Indian Politician,Politician,,,India,,,,,,,,,
Ashima Bhalla,Indian Actress,Actor,,,India,,,,1983-08-03,,Assam,,,
Asha Sachdev,Indian Actress,Actor,Film And Television Institute Of India,,India,,,,,,,,,
Ashwini Kalsekar,Indian Actress,Actor,,,India,,,Murali Sharma,1970-01-22,,Mumbai,,,
Ashwamedh Devi,Indian Politician,Politician,,,India,,,,1967-09-18,,,,,
Avantika Hari,Indian Film Director And Screenwriter,Film Director,Stanford University,,India,,,,,,India,,,
Begum Aizaz Rasul,Politician,Politician,,,India,,,,1908-04-04,2001-08-01,Lahore,,,
Bela Mukhopadhyay,Indian Singer,Singer,,,India,,,Hemant Kumar,,2009-06-25,,,,
Bhadda Kapilani,Disciple Of Gautama Buddha,Bhikkhuni,,,India,,,Mahākāśyapa,,,,,,
Bhavana Bhatt,Indian Actress,Actor,,,India,,,,,,,,,
Bhairavi Goswami,Indian Actress,Model,,,India,,,,1984-11-12,,India,,,
Bijoya Chakravarty,Indian Politician,Politician,Gauhati University,,India,,,,1939-10-07,,"Jorhat, Assam",,,
C. Aishvarrya Suresh,Model,Singer,,,India,,,,1988-12-22,,Chennai,,,
Brinda Parekh,Indian Actress,Actor,,,India,,,,1984-11-03,,Mumbai,,,
Chandrika Balan,Indian Bilingual Writer,Linguist,University Of Kerala,,India,,,,1954-01-17,,Thiruvananthapuram,,,
Chhavi Pandey,Indian Actress And Singer,Actor,,,India,,,,1994-07-18,,Patna,,,
Chitra Ramakrishna,Indian Businessman,Business Executive,,,India,,,,1963-01-01,,,,,
Chriselle Almeida,American Actress,Actor,University Of Connecticut,,India,,,,1980-12-01,,Mumbai,,,
Deepa Sannidhi,Actress,Actor,,,India,,,,1990-06-16,,Chikmagalur,,,
Daya Bai,Indian Social Worker,Social Worker,,,India,,,,1941-02-22,,Pala,,,
Sithara Krishnakumar,Indian Singer,Singer,University Of Calicut,,India,,,,1986-07-01,,Kozhikode,,,
Debjani Chatterjee,British Poet,Poet,University Of Kent,,India,,,,1952-11-21,,Delhi,,,
Deepti Divakar,Indian Model,Model,Parsons School Of Design,,India,,,,,,Andhra Pradesh,,,
Deepal Shaw,"Indian Actress, Singer, And Model",Actor,,,India,,,,1986-02-21,,Mumbai,,,
Diana David,Indian Women Cricketer,Cricketer,,,India,,,,1985-03-02,,Chirala,,,
Durgabai Kamat,Indian Actress,Actor,,,India,,,,1899-01-01,1997-05-17,,Pune,,
Dolly Bindra,Indian Actress,Actor,,,India,,,,1970-01-20,,Mumbai,,,
Easwari Rao,Indian Actress,Actor,,Telugu,India,,,,1973-06-13,,Peddapuram Mandal,,,
Elahe Hiptoola,Indian Actress,Actor,,,India,,,,,,,,,
Fareeda Mehta,Indian Film Director,Film Director,Film And Television Institute Of India,,India,,,,1959-07-01,,,,,
Elspeth Duxbury,British Actress,Actor,,,India,,,,1909-04-23,1967-03-10,Dr. Ambedkar Nagar,London,,
Esha Gupta,Indian Actress,Actor,Newcastle University,,India,,,,1985-11-28,,New Delhi,,,
Fauzia Khan,Politician,Politician,,,India,,,,1957-02-19,,Aurangabad,,,
Freishia Bomanbehram,Indian Actress,Actor,,,India,,,,,,,,,
Feroze Gujral,Model,Model,"The Lawrence School, Sanawar",,India,,,Mohit Gujral,1965-00-00,,,,,
Gayathri Venkataraghavan,Indian Singer,Singer,,,India,,,,,,,,,
Geetha Rajashekar,Indian Singer,Singer,,,India,,,,,,,,,
Gayatri Patel,Indian American Actor,Actor,,,India,,,,1987-09-21,,United States Of America,,,
Girija Oak,Indian Actress,Actor,,,India,,,Suhrud Godbole,1987-09-07,,Pune,,,
Leela Gandhi,Great-Granddaughter Of Mahatma Gandhi,Historian,Balliol College,,India,Ramchandra Gandhi,,,1966-01-01,,,,,
Krishna Chakravarty,,Sitarist,,,India,,,,1958-00-00,,Varanasi,,,
Indira Hinduja,Indian Gynecologist,Gynaecologist,University Of Mumbai,,India,,,,,,Shikarpur,,,
Indu Jain,Indian Business Woman,Businessperson,,,India,,,Ashok Kumar Jain,1936-09-08,,Faizabad,,,
Tulasi Munda,"Activist And Educator From Odisha, India",Educator,,,India,,,,1947-07-15,,Kendujhar District,,,
Ish Amitoj Kaur,Filmmaker,Film Director,,,India,,,,,,,,,
Jacqueline Bhabha,British Lawyer,Attorney At Law,University Of Oxford,,India,,,Homi K. Bhabha,1951-01-01,,Mumbai,,,
Jaimala,Indian Actress,Actor,,,India,,,Tiger Prabhakar,1959-02-28,,Dakshina Kannada District,,,
Sharda,Indian Singer,Singer,,,India,,,,1937-10-25,,Tamil Nadu,,,
Jayaben Thakkar,Indian Politician,Politician,,,India,,,,1952-05-14,,Vadodara,,,
Jayabharathi,Indian Actress,Actor,,Malayalam,India,,,Sathaar,1950-00-00,,Erode,,,
Juhi Chaturvedi,Indian Writer,Author,,,India,,,,1975-01-01,,Lucknow,,,
June Malia,Indian Actress,Actor,,,India,,,,1970-06-24,,Darjeeling,,,
Juthika Roy,Indian Singer,Singer,,,India,,,,1920-04-20,2014-02-05,Amta I Community Development Block,Kolkata,,Disease
K. K. Usha,Indian Judge,Judge,,,India,,,,1939-07-03,2020-10-05,Thrissur,Ernakulam,,
Kalairani,Indian Actress,Actor,,,India,,,,1950-00-00,,,,,
Kalpana Rawal,Kenyan Judge,Lawyer,,,India,,,,1946-01-15,,Bhojpur Dharampur,,,
Kakoli Ghosh Dastidar,Indian Politician,Politician,R. G. Kar Medical College And Hospital,,India,,,Sudarshan Ghosh Dastidar,1959-11-23,,,,,
Kalpana Mohan,Actress,Actor,,,India,,,,1946-07-18,2012-01-04,Srinagar,Pune,,
Kamala Kotnis,Actresses,Actor,,,India,,,,,,,,,
Kanchana Kamalanathan,Indian Politician,Politician,,,India,,,,,,,,,
Kamala Shankar,Indian Musician,Musician,Banaras Hindu University,,India,,,,1966-01-01,,,,,
Kalli Purie,Indian Businessman,Economist,,,India,,,,,,Delhi,,,
Kanti Baa,Indian Field Hockey Player,Field Hockey Player,,,India,,,,1979-11-15,,,,,
Karuna Shukla,Indian Politician,Politician,,,India,,,,1950-08-01,,Gwalior,,,
Kary Arora,Dj,Music Director,,,India,,,,1977-01-07,,Chandigarh,,,
Kavitha Balakrishnan,"Indian Art Critic, Curator And Artist",Art Critic,Maharaja Sayajirao University Of Baroda,,India,,,,1976-06-01,,Irinjalakuda,,,
Khanum Haji,Indian Tennis Player,Tennis Player,,,India,,,,,,Hyderabad,,,
Khushi Dubey,Indian Actress,Actor,,,India,,,,1999-12-15,,Mumbai,,,
Kiran Maheshwari,Indian Politician,Politician,,,India,,,,1961-10-29,2020-11-30,Udaipur,,,
Ketki Dave,Indian Actress,Actor,,,India,Pravin Joshi,Sarita Joshi,,1960-08-13,,Mumbai,,,
Komal Sharma,Indian Film Actress And Former Squash Player,Actor,,,India,,,,,,Chennai,,,
Krishna Kumari,Indian Actress,Actor,,Bengali,British India,,,Ajay Mohan Khaitan,1933-03-06,2018-01-24,Naihati,Bengaluru,Natural Causes,Myeloproliferative Disorders
Krishna Patil,Indian Mountaineer,Mountaineer,,,India,,,,1989-10-30,,Mumbai,,,
Kirti Kulhari,Indian Actress,Actor,,,India,,,,1985-05-30,,Mumbai,,,
Kishori Sinha,Indian Politician,Politician,,,India,,,Satyendra Narayan Sinha,1925-03-29,2016-12-19,Sitamarhi,,,
Kovai Sarala,Indian Actress,Comedian,,,India,,,,1962-04-07,,Coimbatore,,,
Krishnaveni,Indian Actress,Actor,,,India,,,Meka Rangaiah Appa Rao,1924-12-26,,Andhra Pradesh,,,
Laboni Sarkar,Bengali Film Actress,Actor,,Bengali,India,,,,1962-00-00,,Kolkata,,,
Sunayana Ghosh,Indian Musician,Percussionist,,,India,,,,1979-01-01,,Kolkata,,,
Lata Pada,Indian Dancer And Choreographer,Choreographer,,,India,,,,1947-11-07,,Mumbai,,,
Lata Priyakumar,Indian Politician,Politician,,,India,,,,,,,,,
Lakshmi Manchu,Indian Actress,Television Producer,Oklahoma City University,,India,Mohan Babu,,,1976-10-08,,Chennai,,,
Purnima Mahato,Indian Archer,Archer,,,India,,,,1976-08-15,,Jamshedpur,,,
Leela Roy,Indian Independence Activist And Politician,Politician,University Of Calcutta,,India,,,Anil Chandra Roy,1900-10-02,1970-06-11,Assam,Kolkata,,
Nyra Banerjee,Actress,Actor,,,India,,,,1984-05-14,,Mumbai,,,
Mallika Chabba,Painter,Painter,,,India,,,,1985-06-17,,Allahabad,,,
Mandeep Kaur,Indian Sprinter,Athletics Competitor,,,India,,,,1988-04-19,,Jagadhri,,,
Mamang Dai,"Indian Journalist, Author, Poet",Author,Gauhati University,,India,,,,1957-02-23,,Pasighat,,,
Manjula Gururaj,Indian Actor And Singer,Actor,,,India,,,,1959-06-10,,Mysore,,,
Malati Ghoshal,Singer,Singer,,,British India,,,,1902-12-17,1984-07-17,,,,
Mallika Srinivasan,Indian Businesswoman,Chief Executive Officer,University Of Madras,,India,A. Sivasailam,,Venu Srinivasan,1959-11-19,,Chennai,,,
Masira Surin,Indian Field Hockey Player,Field Hockey Player,,,India,,,,1981-11-18,,,,,
Maya Burman,Indian Artist,Painter,,,India,,,,1971-01-01,,Lot-Et-Garonne,,,
Manpreet Kaur,Indian Professional Shot Putter,Athletics Competitor,,,India,,,,1990-07-06,,Ambala,,,
Raasi,Indian Actress And Model,Actor,,,India,,,,1980-07-29,,Andhra Pradesh,,,
Maria Aurora Couto,Indian Writer,Writer,,,India,,,,,,,,,
Masako Ono,Japanese Dancer,Dancer,,,India,,,,,,Tokyo,,,
Meenakshi Sivaramakrishnan,Indian Educator,Academic,Banaras Hindu University,,India,,,,,,,,,
Meera Kosambi,Indian Sociologist,Sociologist,Stockholm University,,India,Damodar Dharmananda Kosambi,,,1939-04-24,2015-02-26,,Pune,,
Miss Kumari,Indian Actress,Actor,,,India,,,,1932-06-01,1969-06-09,Kottayam,,,
Mira Aggarwal,Indian Mayor,Lawyer,"Hindu College, University Of Delhi",,India,,,,1961-05-15,,Delhi,,,
Mercy Williams,Indian Politician; Mayor Of Kochi,Politician,University Of Kerala,,India,,,,1947-00-00,2014-11-19,Kochi,Kochi,Natural Causes,Cancer
Mithra Kurian,Indian Actress,Actor,,,India,,,,1989-05-15,,Perumbavoor,,,
Mita Vashisht,Indian Actress,Actor,National School Of Drama,,India,,,,1967-11-02,,Pune,,,
Monica Sumra,Cricketer,Cricketer,,,India,,,,1980-10-14,,India,,,
Mona Shourie Kapoor,Indian Television Producer,Film Producer,,,India,,,Boney Kapoor,1964-02-03,2012-03-25,Delhi,Mumbai,,Multiple Organ Dysfunction Syndrome
Monali Thakur,Indian Playback Singer,Actor,,,India,,,,1985-11-03,,Kolkata,,,
Mouni Roy,Indian Actress,Actor,Miranda House,,India,,,,1985-09-28,,Cooch Behar,,,
Mumtaz Shanti,Indian Actress,Actor,,,India,,,,1920-00-00,1993-00-00,Dinga,Pakistan,,
Mridula Garg,Indian Writer,Author,,,India,,,,1938-10-25,,Kolkata,,,
Mumaith Khan,Indian Actress,Actor,,,India,,,,1982-09-01,,Mumbai,,,
Moran Sarkar,Indian Queen,Monarch,,,India,,,,1781-00-00,,,,,
Nagarajan Niranjana,Indian Cricketer,Cricketer,,,India,,,,1988-10-09,,Chennai,,,
Narmada Akka,Leader And The Central Committee Member Of The Communist Party Of India (Maoists),Politician,,,India,,,,,2012-12-04,Andhra Pradesh,Gadchiroli,,
Neera Shastri,Indian Politician/Women Activist,Politician,,,India,,,Ashok Shastri,1955-10-13,,New Delhi,,,
Neha Sargam,Indian Actress,Actor,,,India,,,,1988-03-04,,Patna,,,
Narayani Shastri,Indian Actress,Model,,,India,,,Anuj Saxena,1978-04-16,,Pune,,,
Neeta Lulla,Indian Costume Designer,Wardrobe Stylist,,,India,,,,1965-03-05,,Mumbai,,,
Nimi Mcconigley,American Politician,Politician,Columbia University Graduate School Of Journalism,,United States Of America,,,,,,Chennai,,,
Nikkitasha Marwaha,American Dancer And Model,Beauty Pageant Contestant,,,India,,,,1990-00-00,,,,,
Nirupama Mankad,Indian Tennis Player,Tennis Player,,,India,,,Ashok Mankad,1947-01-17,,Karachi,,,
Nita Mehta,Indian Chef And Food/Cookbook Writer,Chef,Lady Irwin College,,India,,,,,,,,,
Nooshin Al Khadeer,Cricketer,Cricketer,,,India,,,,1981-02-13,,Gulbarga,,,
Nigar Sultana,Indian Actress,Actor,,,India,,,K. Asif,1932-06-21,2000-05-01,Hyderabad,Mumbai,,
Nirmala Rajasekar,Indian Musician,Musician,,,India,,,,,,Chennai,,,
P. Karthiyayini,Mayor Of Vellore Municipal Corporation,Politician,,,India,,,,,,,,,
P. K. Sreemathy,Indian Politician,Politician,,,India,,,,1949-05-04,,Mayyil Grama Panchayat,,,
P. Satheedevi,Indian Politician,Politician,,,India,,,,1956-11-29,,Thalassery,,,
Padmaja Naidu,Indian Politician,Politician,,,India,,Sarojini Naidu,,1900-00-00,1975-05-02,Hyderabad,,,
Pammi Baweja,Indian Film Director,Film Director,,,India,,,Harry Baweja,,,,,,
Pammi Somal,Indian Journalist And Filmmaker,Journalist,,,India,,,,1955-10-03,,Mumbai,,,
P K Rosy,Indian Actress,Actor,,Malayalam,India,,,,1903-00-00,1975-00-00,Thiruvananthapuram,,,
Pamela Jain,Singer,Singer,,,India,,,,,,Kolkata,,,
Paravai Muniyamma,Indian Actress,Actor,,,India,,,,1937-06-25,2020-03-29,Tamil Nadu,,,
Parbati Giri,Indian Independence Activist,Activist,,,India,,,,1926-01-19,1995-00-00,Bargarh District,,,
Parizaad Kolah,Indian Television Actress,Model,,,India,,,,,,India,,,
Pearl Padamsee,Indian Actress,Actor,,,India,,,Alyque Padamsee,1931-00-00,2000-04-24,Mumbai,Mumbai,,
Poorni,"Television Presenter, Actress",Actor,,,India,,,,1986-09-04,,Madurai,,,
Potturi Vijayalakshmi,Indian Writer,Author,,,India,,,,1953-07-18,,,,,
Pooja Kumar,Indian-American Actor And Model,Model,,,India,,,,1977-02-04,,St. Louis,,,
Poulomi Ghatak,Indian Table Tennis Player,Table Tennis Player,University Of Calcutta,,India,,,,1983-01-03,,Kolkata,,,
Prathima Manohar,Indian Social Entrepreneur,Journalist,Stanford University,,India,,,,,,,,,
Pratima Barua Pandey,Indian Singer,Singer,,,India,,,,1935-10-03,2002-12-27,Kolkata,Assam,,
Praveena,Indian Actress,Actor,,,India,,,,1979-04-11,,Changanassery,,,
Prem Lata Sharma,Musicologist,Musicologist,Banaras Hindu University,,India,,,,1927-05-10,1998-00-00,,,,
Priya Marathe,Indian Actress,Actor,,,India,,,,1987-04-23,,,,,
Preetha Reddy,Indian Businessperson,Businessperson,Annamalai University,,India,Prathap C. Reddy,,,1957-01-01,,,,,
Preetika Rao,Indian Actress,Model,Sophia College For Women,,India,,,,1988-06-07,,Mangalore,,,
Priya Lal,Indian Actress,Actor,,,India,,,,1993-08-01,,Ras Al Khaimah,,,
Purnima Choudhary,Cricketer,Cricketer,,,India,,,,1971-10-15,,Kolkata,,,
R. S. Subbalakshmi,Indian Social Activist,Politician,Presidency College,,India,,,,1886-08-18,1969-12-20,Mylapore,Chennai,,
R. Rajalakshmi,Indian Politician,Politician,,,India,,,,,,,,,
Rachita Mistry,Athletics Competitor,Athletics Competitor,,,India,,,,1974-03-04,,Rourkela,,,
Ragini Khanna,Indian Actress,Actor,,,India,,,,1988-12-09,,Mumbai,,,
Rajathi Kunchithapatham,Indian Politician,Politician,,,India,,,,,,,,,
Rajalakshmy,Indian Singer,Singer,,,India,,,,1983-10-13,,,,,
Rajinder Kaur Bhattal,Indian Politician,Politician,,,India,,,,1945-09-30,,Lahore,,,
Rakshanda Khan,Indian Actress,Actor,,,India,,,Sachin Tyagi,1974-09-27,,Mumbai,,,
Ranjeeta Kaur,Indian Actress,Actor,Film And Television Institute Of India,,India,,,,1956-09-22,,Punjab,,,
Rasanara Parwin,Indian Cricketer,Cricketer,,Odia,India,,,,1992-05-04,,Balangir,,,
Rashmi Gautam,Actress,Actor,,,India,,,,1988-04-07,,Visakhapatnam,,,
Rekha Godbole,Cricketer,Cricketer,,,India,,,,,,India,,,
Renu Desai,Indian Actor And Costume Designer,Actor,,,India,,,Pawan Kalyan,1980-12-04,,Pune,,,
Rhea Kewalramani,Indian Film Director,Film Director,,,India,,,,1990-05-09,,,,,
Rhea Kapoor,Indian Film Producer,Film Producer,New York University,,India,Anil Kapoor,Sunita Kapoor,,1987-03-05,,Mumbai,,,
Rita Verma,Indian Politician,Politician,Patna University,,India,,,,1953-07-15,,,,,
Roop Durgapal,Indian Television Actress,Actor,,,India,,,,1988-10-15,,Almora,,,
Runa Basu,Cricketer,Cricketer,University Of Calcutta,,India,,,,,,Kolkata,,,
Rupanjali Shastri,Cricketer,Cricketer,,,India,,,,1975-11-14,,Indore,,,
Roopa Mishra,Indian Bureaucrat,,,,India,,,,1977-06-09,,Angul,,,
Richa Panai,Actress,Actor,,,India,,,,1991-10-29,,Lucknow,,,
Richa Soni,Indian Actress,Actor,,,India,,,,1985-07-08,,Muzaffarpur District,,,
Ritu Barmecha,Indian Actress,Actor,,,India,,,,1988-11-16,,Delhi,,,
S. Jayalakshmi,Indian Actress,Actor,,,India,,,,1920-07-24,2007-07-21,,,,
S. Rajammal,Indian Politician,Politician,,,India,,,,,,,,,
S. Vijayadharani,Indian Politician,Politician,,,India,,,,1969-10-13,,,,,
Sadhana Bose,Indian Actress,Actor,,,India,Saral Chandra Sen,,Madhu Basu,1914-04-20,1973-10-03,Kolkata,Kolkata,,
Sadhana Sthapak,Indian Politician,Politician,,,India,,,,,,,,,
Sabitri Chatterjee,Indian Actress,Actor,,,British India,,,,1937-02-21,,Cumilla,,,
Saba Anjum Karim,Indian Field Hockey Player,Field Hockey Player,,,India,,,,1985-06-12,,Bhopal,,,
Sai Tamhankar,Marathi Film Actress,Actor,,,India,,,,1986-06-25,,Sangli,,,
Sankaravalli,Indian Politician,Politician,,,India,,,,,,,,,
Sandhya Roy,Indian Actress,Actor,,,India,,,,1941-04-11,,Nabadwip,,,
Saraswati Rane,Indian Singer,Actor,,,India,Abdul Karim Khan,,,1913-10-04,2006-10-10,Miraj,Mumbai,,
Satwinder Bitti,Punjabi Singer And Hockey Player,Singer,,,India,,,,1975-11-29,,,,,
Saraswati Devi,Indian Composer,Singer,,,India,,,,1912-01-01,1980-08-10,Lucknow,Mumbai,,
Sathi Geetha,Athletics Competitor,Sprinter,,,India,,,,1983-07-05,,Palakollu,,,
Sayantika Banerjee,Actress,Actor,,,India,,,,1986-08-12,,Kolkata,,,
Selvi Ramajayam,Indian Politician,Politician,,,India,,,,,,,,,
Shaheen Mistri,Indian Activist,Academic,University Of Mumbai,,India,,,,1971-03-16,,Mumbai,,,
Shahnaz Husain,Indian Business Woman,Businessperson,La Martiniere Lucknow,,India,,,,,,,,,
Shalini Arora,Indian Actress,Actor,,,India,,,,1971-11-09,,Lucknow,,,
Sharmila Chakraborty,Cricketer,Cricketer,,,India,,,,1961-03-04,,West Bengal,,,
Shashwati Talukdar,Indian Film Director,Film Director,University Of Delhi,,India,,,P. Kerim Friedman,1967-01-01,,,,,
Shanta Gandhi,Indian Dancer And Theatre Director,Theater Director,National School Of Drama,,India,,,,1917-12-20,2002-05-06,Nashik,Mumbai,,
Sheela Gautam,Member Of Parliament,Politician,University Of Lucknow,,India,,,,1931-11-15,2019-06-08,Allahabad,New Delhi,,
Shamma Jain,Indian Diplomat,Diplomat,,,India,,,,1959-09-10,,Jammu,,,
Shakila,Indian Actress,Actor,,,India,,,,1935-01-01,2017-09-20,British India,Mumbai,,
Shefali Oza,British Journalist,News Presenter,,,India,,,,1967-09-24,,Mumbai,,,
Sheila Kaul,Indian Politician,Politician,,,India,,,Kailas Nath Kaul,1915-02-07,2015-06-13,Lucknow,Ghaziabad,,
Shipra Mazumdar,Indian Mountain Climber,Mountaineer,,,India,,,,,,,,,
Sheetal Menon,Indian Actress,Actor,,,India,,,,,,,,,
Sheena Shahabadi,Indian Actress,Actor,,,India,,,,1986-04-10,,Mumbai,,,
Sheena Chohan,Indian Actor-Model,Actor,,,India,,,,1953-01-01,,Kolkata,,,
Shereen Bhan,Indian Journalist,Journalist,University Of Delhi,,India,,,,1976-08-20,,,,,
Shreyasi Chatterjee,Indian Artist,Painter,,,India,,,,1960-08-27,,,,,
Shruti,Indian Actress,Actor,,,India,,,,1975-09-18,,Hassan,,,
Shobha Karandlaje,Incumbent Mp From Udupi-Chikmagalur Lok Sabha Constituency,Politician,,,India,,,,1966-10-23,,Puttur,,,
Shruti Agarwal,Indian Actress And Model,Actor,,,India,,,,,,Kalimpong,,,
Simple Kapadia,Indian Actress And Costume Designer,Actor,,,India,,,,1958-08-15,2009-11-10,Edinburgh,Mumbai,Natural Causes,Cancer
Sonal Vengurlekar,Indian Actress,Model,,,India,,,,1993-06-15,,Mumbai,,,
Sumlata,"Indian Singer From West Bengal, India",Singer,University Of Calcutta,,India,,,,1989-02-11,,,,,
Srilekha Parthasarathy,Indian Singer,Singer,,,India,,,,2000-00-00,,Delhi,,,
Srabani Sen,Indian Singer,Singer,University Of Calcutta,,India,,,,,,,,,
Srabani Nanda,Indian Athlete,Athletics Competitor,,Odia,India,,,,1991-07-05,,Phulbani,,,
Suhani Kalita,Indian Actress,Model,,,India,,,,1991-12-25,,Hyderabad,,,
Sudipta Chakraborty,Actress,Actor,Indira Gandhi National Open University,,India,,,Rajesh Sharma,,,Kolkata,,,
Suchitra Murali,Indian Presenter And Actor,Presenter,,,India,,,,1975-07-22,,Thiruvananthapuram,,,
